geonlp_id,entry_id,body,body_kana,suffix,suffix_kana,hypernym,ne_class,latitude,longitude,railway_type,service_provider_type
"FOC724","eb03_1","二月田","ニガツデン","駅/","エキ/","九州旅客鉄道/指宿枕崎線","鉄道施設/鉄道駅","31.25432","130.6301","11","2"
"nKAZK7","eb03_2","古島","コジマ","駅/","エキ/","沖縄都市モノレール/沖縄都市モノレール線","鉄道施設/鉄道駅","26.23064","127.70294","23","5"
"5GzSsa","eb03_3","お台場海浜公園","オダイバカイヒンコウエン","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.629805","139.77853","24","5"
"NCyLad","eb03_4","船の科学館","フネノカガクカン","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.621575","139.773115","24","5"
"vyxDSg","eb03_5","テレコムセンター","テレコムセンター","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.617725","139.779665","24","5"
"duwwAj","eb03_6","汐留","シオドメ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.662985","139.760075","24","5"
"Vqvpim","eb03_7","台場","ダイバ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.62587","139.771375","24","5"
"Dmui0p","eb03_8","有明","アリアケ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.63455","139.79334","24","5"
"litaIs","eb03_9","国際展示場正門","コクサイテンジジョウセイモン","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.63021","139.7913","24","5"
"3es3qv","eb03_10","新橋","シンバシ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.6655833333333","139.759586666667","24","5"
"LaqW8y","eb03_11","竹芝","タケシバ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.654065","139.762015","24","5"
"t6pOQB","eb03_12","芝浦ふ頭","シバウラフトウ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.64222","139.75787","24","5"
"b2oHyE","eb03_13","日の出","ヒノデ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.64926","139.75916","24","5"
"SYnAgH","eb03_14","青海","アオミ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.6248","139.781315","24","5"
"AUmsYK","eb03_15","新豊洲","シントヨス","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.64871","139.790115","24","5"
"iQllGN","eb03_16","市場前","シジョウマエ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.64569","139.78565","24","5"
"0MkeoQ","eb03_17","有明テニスの森","アリアケテニスノモリ","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.63998","139.788895","24","5"
"IIj76T","eb03_18","豊洲","トヨス","駅/","エキ/","ゆりかもめ/東京臨海新交通臨海線","鉄道施設/鉄道駅","35.653705","139.795435","24","5"
"qEhZOW","eb03_19","新石切","シンイシキリ","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.6800966666667","135.641096666667","21","4"
"8AgSwZ","eb03_20","長田","ナガタ","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.678755","135.591965","21","4"
"QwfLf2","eb03_21","吉田","ヨシダ","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.680335","135.624515","21","4"
"yseDX5","eb03_22","荒本","アラモト","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.678625","135.60499","21","4"
"godwF8","eb03_23","生駒","イコマ","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.6931","135.698055","12","4"
"Ykcpnb","eb03_24","学研奈良登美ヶ丘","ガッケンナラトミオカ","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.726385","135.74916","12","4"
"Ggbi5e","eb03_25","白庭台","シラニワダイ","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.72103","135.71683","12","4"
"ocaaNh","eb03_26","学研北生駒","ガッケンキタイコマ","駅/","エキ/","近畿日本鉄道/けいはんな線","鉄道施設/鉄道駅","34.724845","135.72342","12","4"
"6893vk","eb03_27","ポートターミナル","ポートターミナル","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.681455","135.20222","16","5"
"O47Wdn","eb03_28","中埠頭","チュウフトウ","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.669285","135.21717","16","5"
"w06OVq","eb03_29","市民広場","シミンヒロバ","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.664905","135.21244","24","5"
"dW5HDt","eb03_30","貿易センター","ボウエキセンター","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.689365","135.19946","24","5"
"VS4Alw","eb03_31","三宮","サンノミヤ","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.69451","135.195295","24","5"
"DO3t3z","eb03_32","北埠頭","キタフトウ","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.673565","135.21451","16","5"
"lK2lLC","eb03_33","南公園","ミナミコウエン","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.66467","135.21707","16","5"
"3G1etF","eb03_34","みなとじま","ミナトジマ","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.669065","135.209995","24","5"
"LC07bI","eb03_35","中公園","ナカコウエン","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.673095","135.20752","16","5"
"txYZTL","eb03_36","医療センター","イリョウセンター","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.65852","135.21641","24","5"
"btXSBO","eb03_37","京コンピュータ前","キョウコンピュータマエ","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.65481","135.221535","24","5"
"TpWLjR","eb03_38","神戸空港","コウベクウコウ","駅/","エキ/","神戸新交通/ポートアイランド線","鉄道施設/鉄道駅","34.63735","135.228975","24","5"
"BlVE1U","eb03_39","岩瀬浜","イワセハマ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.76127","137.23411","21","5"
"jhUwJX","eb03_40","競輪場前","ケイリンジョウマエ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.75749","137.233945","21","5"
"1dTps0","eb03_41","東岩瀬","ヒガシイワセ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.751945","137.230505","21","5"
"J9Sia3","eb03_42","インテック本社前","インテックホンシャマエ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.703625","137.216415","12","5"
"r5RaS6","eb03_43","大広田","オオヒロタ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.74886","137.228665","21","5"
"91Q3A9","eb03_44","蓮町","ハスマチ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.742215","137.22759","21","5"
"QXOWic","eb03_45","犬島新町","イヌジマシンマチ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.735095","137.22663","21","5"
"yTNP0f","eb03_46","城川原","ジョウガワラ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.73113","137.2261","21","5"
"gPMHIi","eb03_47","越中中島","エッチュウナカジマ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.722195","137.224895","21","5"
"YLLAql","eb03_48","粟島（大阪屋ショップ前）","アワシマオオサカヤショップマエ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.719145","137.22482","21","5"
"GHKt8o","eb03_49","下奥井","シモオクイ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.71192","137.22459","21","5"
"oDJlQr","eb03_50","奥田中学校前","オクダチュウガッコウマエ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.70357","137.223605","21","5"
"6zIeyu","eb03_51","富山駅北","トヤマエキキタ","駅/","エキ/","富山ライトレール/富山港線","鉄道施設/鉄道駅","36.70256","137.21361","12","5"
"OvH7gx","eb03_52","盛岡","モリオカ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.701195","141.136375","12","5"
"wrFZYA","eb03_53","御堂","ミドウ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.00436","141.23705","12","5"
"enESGD","eb03_54","二戸","ニコ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.25983","141.285985","12","5"
"WjDLoG","eb03_55","小鳥谷","コズヤ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.1711166666667","141.307736666667","12","5"
"EfCE6J","eb03_56","渋民","シブタミ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.834745","141.15423","12","5"
"mbBwOM","eb03_57","斗米","トマイ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.2856066666667","141.290913333333","12","5"
"47ApwP","eb03_58","いわて沼宮内","イワテヌマミヤウチ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.96059","141.217075","12","5"
"M3zieS","eb03_59","厨川","クリヤガワ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.74408","141.12886","12","5"
"tZyaWV","eb03_60","岩手川口","イワテカワグチ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.9193133333333","141.199373333333","12","5"
"bVx3EY","eb03_61","一戸","イチコ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.210374","141.297388","12","5"
"TRvWn1","eb03_62","金田一温泉","キンタイチオンセン","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.3230975","141.3038325","12","5"
"BNuP54","eb03_63","滝沢","タキザワ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.799","141.149555","12","5"
"jJtHN7","eb03_64","小繋","コツナギ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.123105","141.26042","12","5"
"1FsAva","eb03_65","奥中山高原","オクナカヤマタカハラ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.066155","141.2285","12","5"
"JBrtdd","eb03_66","目時","メトキ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","40.35205","141.289575","12","5"
"rxqlVg","eb03_67","好摩","コウマ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.87416","141.173675","12","5"
"9tpeDj","eb03_68","青山","アオヤマ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.7246533333333","141.118296666667","12","5"
"Rpo7lm","eb03_69","巣子","スコ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.7834266666667","141.148646666667","12","5"
"zln03p","eb03_70","巣子","スコ","駅/","エキ/","アイジーアールいわて銀河鉄道/いわて銀河鉄道線","鉄道施設/鉄道駅","39.783375","141.1489","12","5"
"hhlSLs","eb03_71","上総中野","カズサナカノ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.25004","140.199595","12","5"
"ZdkLtv","eb03_72","大多喜","オオタキ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.286535","140.24384","12","5"
"H9jEby","eb03_73","東総元","ヒガシフサモト","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.259445","140.24763","12","5"
"p5iwTB","eb03_74","上総中川","カズサナカガワ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.282705","140.28056","12","5"
"71hpBE","eb03_75","国吉","クニヨシ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.280425","140.31399","12","5"
"OXgijH","eb03_76","久我原","クガハラ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.25022","140.247665","12","5"
"wTfb1K","eb03_77","上総東","カズサアズマ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.26329","140.344905","12","5"
"ePe3JN","eb03_78","西畑","ニシハタ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.2505266666667","140.215176666667","12","5"
"WLcWrQ","eb03_79","小谷松","オヤマツ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.268975","140.25104","12","5"
"EHbP9T","eb03_80","総元","フサモト","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.24057","140.24036","12","5"
"mDaHRW","eb03_81","西大原","ニシオオハラ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.260515","140.377975","12","5"
"4z9AzZ","eb03_82","新田野","ニッタノ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.27599","140.328525","12","5"
"Mv8ti2","eb03_83","大原","オオハラ","駅/","エキ/","いすみ鉄道/いすみ線","鉄道施設/鉄道駅","35.2508466666667","140.391033333333","12","5"
"ur7m05","eb03_84","西長田","ニシナガタ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.153585","136.206495","12","5"
"cn6eI8","eb03_85","鷲塚針原","ワシヅカハリバラ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.12024","136.20481","12","5"
"Uj57qb","eb03_86","西別院","ニシベツイン","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.075255","136.22299","12","5"
"Cf408e","eb03_87","中角","ナカズミ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.10112","136.204445","12","5"
"kb2SQh","eb03_88","新田塚","ニッタヅカ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.092575","136.20528","12","5"
"271Lyk","eb03_89","番田","バンデン","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.21253","136.20252","12","5"
"K30Egn","eb03_90","福井口","フクイクチ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.071495","136.2334","12","5"
"rYZwYq","eb03_91","三国","サンコク","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.21692","136.14995","12","5"
"9UYpGt","eb03_92","太郎丸","タロウマル","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.131335","136.20569","12","5"
"RQXiow","eb03_93","福大前西福井","フクオオマエニシフクイ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.074405","136.21013","12","5"
"zMWb6z","eb03_94","大関","オオゼキ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.18663","136.20378","12","5"
"hIV3OC","eb03_95","三国神社","ミクニジンジャ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.214885","136.158335","12","5"
"ZETWwF","eb03_96","水居","ミズイ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.21921","136.172305","12","5"
"HASPeI","eb03_97","あわら湯のまち","アワラユノマチ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.22296","136.1938","12","5"
"pwRHWL","eb03_98","西春江","ニシハルエ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.1389","136.20622","12","5"
"7sQAEO","eb03_99","田原町","タハラマチ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.07499","136.21764","12","5"
"PoPtmR","eb03_100","下兵庫","シモヒョウゴ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.17012","136.202593333333","12","5"
"xkOm4U","eb03_101","三国港","ミクニミナト","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.220095","136.140355","12","5"
"fgNeMX","eb03_102","本荘","ホンジョウ","駅/","エキ/","えちぜん鉄道/三国芦原線","鉄道施設/鉄道駅","36.204625","136.20316","12","5"
"XcM7v0","eb03_103","志比堺","シヒザカイ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.09777","136.311005","12","5"
"F8L0d3","eb03_104","越前竹原","エチゼンタケハラ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.0739333333333","136.41303","12","5"
"n4JSV6","eb03_105","保田","ヤスダ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.06992","136.451653333333","12","5"
"50ILD9","eb03_106","山王","サンノウ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.07912","136.392453333333","12","5"
"MWHElc","eb03_107","勝山","カツヤマ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.0559233333333","136.4922","12","5"
"uSGx3f","eb03_108","越前野中","エチゼンノナカ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.08289","136.376876666667","12","5"
"cOFpLi","eb03_109","松岡","マツオカ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.09403","136.301725","12","5"
"UKEitl","eb03_110","発坂","ハツザカ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.07259","136.466163333333","12","5"
"CGDbbo","eb03_111","光明寺","コウミョウジ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.08842","136.34455","12","5"
"kCC3Tr","eb03_112","永平寺口","エイヘイジクチ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.095805","136.326745","12","5"
"2yAWBu","eb03_113","小舟渡","コフネワタル","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.0755333333333","136.434053333333","12","5"
"KuzPjx","eb03_114","轟","トドロキ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.08684","136.3611","12","5"
"sqyI1A","eb03_115","下志比","カココロザシヒ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.09063","136.336405","12","5"
"amxAJD","eb03_116","比島","ヒジマ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.0659766666667","136.484113333333","12","5"
"SiwtrG","eb03_117","福井口","フクイクチ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.071495","136.2334","12","5"
"Aevm9J","eb03_118","越前新保","エチゼンシンボ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.08038","136.25095","12","5"
"iaueRM","eb03_119","越前開発","エチゼンカイハツ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.075305","136.24128","12","5"
"06t7zP","eb03_120","福井","フクイ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.0621","136.22406","12","5"
"I2s0hS","eb03_121","越前島橋","エチゼントウキョウ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.09012","136.277265","12","5"
"pYqSZV","eb03_122","観音町","カンノンマチ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.09183","136.28969","12","5"
"7UpLHY","eb03_123","東藤島","ヒガシフジシマ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.08663","136.269855","12","5"
"PQoEq1","eb03_124","新福井","シンフクイ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.064835","136.22693","12","5"
"xMnx84","eb03_125","追分口","オイワケクチ","駅/","エキ/","えちぜん鉄道/勝山永平寺線","鉄道施設/鉄道駅","36.08249","136.261375","12","5"
"fImpQ7","eb03_126","東多良木","ヒガシタラキ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.272245","130.9508","12","5"
"XEliya","eb03_127","一武","イチブ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.21456","130.83994","12","5"
"FAkbgd","eb03_128","木上","キノウエ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.224275","130.85891","12","5"
"nwj3Yg","eb03_129","公立病院前","コウリツビョウインマエ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.256035","130.92189","12","5"
"5shWGj","eb03_130","多良木","タラギ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.262755","130.93319","12","5"
"NogPom","eb03_131","あさぎり","アサギリ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.23625","130.89376","12","5"
"vkfI6p","eb03_132","湯前","ユノマエ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.281365","130.979865","12","5"
"dgeAOs","eb03_133","新鶴羽","シンツルバ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.275445","130.96621","12","5"
"Vcdtwv","eb03_134","肥後西村","ヒゴニシノムラ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.20227","130.808865","12","5"
"D8cmey","eb03_135","おかどめ幸福","オカドメコウフク","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.23145","130.875105","12","5"
"l4beWB","eb03_136","東免田","ヒガシメンダ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.2502","130.91302","12","5"
"30a7EE","eb03_137","相良藩願成寺","サガラハンガンジョウジ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.218365","130.769635","12","5"
"KW90mH","eb03_138","川村","カワムラ","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.207235","130.79535","12","5"
"sS7T4K","eb03_139","人吉温泉","ヒトヨシオンセン","駅/","エキ/","くま川鉄道/湯前線","鉄道施設/鉄道駅","32.21614","130.753815","12","5"
"aO6LMN","eb03_140","平原","ヘイゲン","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.308635","138.45391","12","5"
"SK5EuQ","eb03_141","屋代高校前","ヤシロコウコウマエ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.547955","138.13249","12","5"
"AG4xcT","eb03_142","中軽井沢","ナカカルイザワ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.347562","138.593212","12","5"
"iC3pUW","eb03_143","御代田","ミヨタ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.31899","138.50632","12","5"
"0y2iCZ","eb03_144","軽井沢","カルイザワ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.3428633333333","138.63513","12","5"
"Iu1bl2","eb03_145","信濃追分","シナノオイワケ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.33545","138.558495","12","5"
"qq0435","eb03_146","田中","タナカ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.354415","138.32921","12","5"
"8lYWL8","eb03_147","上田","ウエダ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.3957533333333","138.25026","12","5"
"QhXPtb","eb03_148","西上田","ニシウエダ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.416875","138.209055","12","5"
"ydWIbe","eb03_149","戸倉","トクラ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.4928675","138.1530825","12","5"
"g9VATh","eb03_150","坂城","サカキ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.46198","138.18145","12","5"
"Y5UtBk","eb03_151","信濃国分寺","シナノコクブンジ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.37832","138.273835","12","5"
"G1Tmjn","eb03_152","大屋","オオヤ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.36959","138.29713","12","5"
"nXSf1q","eb03_153","滋野","シゲノ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.34232","138.3639075","12","5"
"5TR7Jt","eb03_154","屋代","ヤシロ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.5324225","138.1282","12","5"
"NPQ0rw","eb03_155","テクノさかき","テクノサカキ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.44058","138.1882","12","5"
"vLOT9z","eb03_156","小諸","コモロ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.3256416666667","138.422901666667","12","5"
"dHNLRC","eb03_157","篠ノ井","シノノイ","駅/","エキ/","しなの鉄道/しなの鉄道線","鉄道施設/鉄道駅","36.5769566666667","138.138073333333","12","5"
"VDMEzF","eb03_158","みどり中街","ミドリチュウガイ","駅/","エキ/","スカイレールサービス/広島短距離交通瀬野線","鉄道施設/鉄道駅","34.42765","132.595015","22","4"
"DzLxhI","eb03_159","みどり中央","ミドリチュウオウ","駅/","エキ/","スカイレールサービス/広島短距離交通瀬野線","鉄道施設/鉄道駅","34.43024","132.589605","22","4"
"lvKpZL","eb03_160","みどり口","ミドリクチ","駅/","エキ/","スカイレールサービス/広島短距離交通瀬野線","鉄道施設/鉄道駅","34.422325","132.596315","22","4"
"3rJiHO","eb03_161","和倉温泉","ワクラオンセン","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.0747","136.925833333333","12","5"
"LnIbpR","eb03_162","七尾","ナナビ","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.04178","136.96422","12","5"
"tjH47U","eb03_163","笠師保","カサシタモツ","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.079505","136.85775","12","5"
"bfFWPX","eb03_164","田鶴浜","タヅルハマ","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.06574","136.89147","12","5"
"TbEPy0","eb03_165","西岸","セイガン","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.147665","136.87416","12","5"
"B7DIg3","eb03_166","穴水","アナミズ","駅/","エキ/","のと鉄道/七尾線","鉄道施設/鉄道駅","37.228035","136.904585","12","5"
