geonlp_id,entry_id,body,body_kana,suffix,suffix_kana,hypernym,ne_class,latitude,longitude,railway_type,service_provider_type
"5T76Zh","eb03_7962","上野","ウエノ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.713865","139.77751","11","2"
"NP5ZHk","eb03_7963","御徒町","オカチマチ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.707195","139.774715","11","2"
"vL4Spn","eb03_7964","鶯谷","ウグイスダニ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.721455","139.77803","11","2"
"dH3L7q","eb03_7965","王子","オウジ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.752325","139.73821","11","2"
"VD2DPt","eb03_7966","上中里","カミナカザト","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.746888","139.746286","11","2"
"Dz1wxw","eb03_7967","赤羽","アカバ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.77755","139.72095","11","2"
"lv0pfz","eb03_7968","大宮","オオミヤ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.906435","139.62437","11","2"
"3qZhXC","eb03_7969","大宮","オオミヤ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.90617","139.623093333333","11","2"
"LmYaFF","eb03_7970","浦和","ウラワ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.858565","139.657145","11","2"
"tiX3nI","eb03_7971","栗橋","クリハシ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","36.135715","139.694035","11","2"
"beVW5L","eb03_7972","南浦和","ミナミウラワ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.848335","139.668615","11","2"
"TaUONO","eb03_7973","北戸田","キタトダ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.826755","139.661445","11","2"
"B6THvR","eb03_7974","新白岡","シンシラオカ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","36.03825","139.67189","11","2"
"j2SAdU","eb03_7975","北与野","キタヨノ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.890765","139.6285475","11","2"
"0YRsVX","eb03_7976","与野本町","ヨノホンマチ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.880925","139.626005","11","2"
"IUQlE0","eb03_7977","さいたま新都心","サイタマシントシン","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.893595","139.6339","11","2"
"qQPem3","eb03_7978","蓮田","ハスダ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.981165","139.652965","11","2"
"8MO746","eb03_7979","東鷲宮","ヒガシワシミヤ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","36.089635","139.679695","11","2"
"QIMZM9","eb03_7980","与野","ヨノ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.884375","139.63899","11","2"
"yELSuc","eb03_7981","久喜","クキ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","36.06581","139.677375","11","2"
"gAKLcf","eb03_7982","白岡","シラオカ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","36.01778","139.66688","11","2"
"YwJDUi","eb03_7983","東大宮","ヒガシオオミヤ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.94836","139.64026","11","2"
"GsIwCl","eb03_7984","西川口","ニシカワグチ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.815515","139.70436","11","2"
"ooHpko","eb03_7985","北浦和","キタウラワ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.8722","139.64575","11","2"
"6kGi2r","eb03_7986","武蔵浦和","ムサシウラワ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.845414","139.64686","11","2"
"OgFaKu","eb03_7987","東十条","ヒガシジュウジョウ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.76383","139.726745","11","2"
"wcE3sx","eb03_7988","川口","カワグチ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.801795","139.71748","11","2"
"e8CWaA","eb03_7989","戸田公園","トダコウエン","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.807765","139.67835","11","2"
"W4BOSD","eb03_7990","大宮","オオミヤ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.90571","139.624373333333","11","2"
"E0AHAG","eb03_7991","南与野","ミナミヨノ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.867355","139.631055","11","2"
"lWzAiJ","eb03_7992","浮間舟渡","ウキマフナト","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.7912642857143","139.691491428571","11","2"
"3Syt0M","eb03_7993","北赤羽","キタアカハネ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.786974","139.705834","11","2"
"LOxlIP","eb03_7994","赤羽","アカバ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.7775242857143","139.72126","11","2"
"tKweqS","eb03_7995","戸田","トダ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.817595","139.66961","11","2"
"bGv78V","eb03_7996","蕨","ワラビ","駅/","エキ/","東日本旅客鉄道/東北線（埼京線）","鉄道施設/鉄道駅","35.82793","139.690415","11","2"
"TCtZQY","eb03_7997","土呂","トロ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.931915","139.632195","11","2"
"BysSz1","eb03_7998","中浦和","ナカウライズミ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.853915","139.6373025","11","2"
"jurLh4","eb03_7999","東京","トウキョウ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.680965","139.766685","11","2"
"1qqDZ7","eb03_8000","東京","トウキョウ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.68117","139.767553333333","11","2"
"JmpwHa","eb03_8001","東京","トウキョウ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.68118","139.76723","11","2"
"rioppd","eb03_8002","神田","カンダ","駅/","エキ/","東日本旅客鉄道/東北線","鉄道施設/鉄道駅","35.69177","139.770875","11","2"
"9eni7g","eb03_8003","安房鴨川","アワカモガワ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.10762","140.10371","11","2"
"RamaPj","eb03_8004","蘇我","ソガ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.5823233333333","140.130653333333","11","2"
"z6l3xm","eb03_8005","岩井","イワイ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.09305","139.84987","11","2"
"h2jWfp","eb03_8006","巖根","イワネ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.414785","139.933805","11","2"
"YYiOXs","eb03_8007","太海","フトミ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.081485","140.09623","11","2"
"GUhHFv","eb03_8008","五井","ゴイ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.513115","140.089745","11","2"
"oQgAny","eb03_8009","保田","ヤスダ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.141465","139.83816","11","2"
"6Mft5B","eb03_8010","千歳","センサイ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","34.99135","139.96628","11","2"
"OIelNE","eb03_8011","木更津","キサラヅ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.38174","139.926144","11","2"
"wEdevH","eb03_8012","上総湊","カズサミナト","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.22183","139.870995","11","2"
"eAc7dK","eb03_8013","大貫","オオヌキ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.291625","139.855625","11","2"
"WwaZVN","eb03_8014","袖ヶ浦","ソデガウラ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.431905","139.95721","11","2"
"Es9SDQ","eb03_8015","佐貫町","サヌキマチ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.259985","139.87614","11","2"
"mo8LlT","eb03_8016","江見","エミ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.0625","140.06114","11","2"
"4k7E3W","eb03_8017","南三原","ミナミハラ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.021195","139.97907","11","2"
"Mg6wLZ","eb03_8018","館山","タテヤマ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","34.995915","139.86199","11","2"
"uc5pu2","eb03_8019","浜野","ハマノ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.5521","140.132185","11","2"
"c84ic5","eb03_8020","千倉","チクラ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","34.9768075","139.95453","11","2"
"U43aU8","eb03_8021","八幡宿","ハチマンシュク","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.53616","140.120035","11","2"
"C023Cb","eb03_8022","那古船形","ナゴフナガタ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.02904","139.8514","11","2"
"jW0Wke","eb03_8023","九重","ココノエ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","34.997515","139.911395","11","2"
"1RZP2h","eb03_8024","青堀","アオホリ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.330565","139.85888","11","2"
"JNYHKk","eb03_8025","竹岡","タケオカ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.19759","139.83003","11","2"
"rJXAsn","eb03_8026","浜金谷","ハマカナヤ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.168195","139.82226","11","2"
"9FWtaq","eb03_8027","姉ヶ崎","アネガサキ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.47865","140.041933333333","11","2"
"RBVlSt","eb03_8028","和田浦","ワダウラ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.04171","140.01961","11","2"
"zxUeAw","eb03_8029","安房勝山","アワカチヤマ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.114065","139.83341","11","2"
"htT7iz","eb03_8030","長浦","ナガウラ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.450285","139.995425","11","2"
"ZpS00C","eb03_8031","富浦","トミウラ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.04623","139.837755","11","2"
"HlQSIF","eb03_8032","君津","キミツ","駅/","エキ/","東日本旅客鉄道/内房線","鉄道施設/鉄道駅","35.333645","139.895515","11","2"
"phPLqI","eb03_8033","津田山","ツダサン","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.60365","139.60072","11","2"
"7dOE8L","eb03_8034","宿河原","シュクガワラ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.61542","139.579545","11","2"
"P9NwQO","eb03_8035","武蔵新城","ムサシシンジョウ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.587415","139.62909","11","2"
"x5MpyR","eb03_8036","久地","クジ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.610105","139.593075","11","2"
"f1LigU","eb03_8037","武蔵溝ノ口","ムサシミゾノクチ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.598815","139.611375","11","2"
"WXKaYX","eb03_8038","尻手","シッテ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.530975","139.6843","11","2"
"ETJ3H0","eb03_8039","平間","ヒラマ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.560565","139.671095","11","2"
"mPHWp3","eb03_8040","浜川崎","ハマカワサキ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.510385","139.71378","11","2"
"4LGP76","eb03_8041","矢向","ヤコウ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.53946","139.68038","11","2"
"MHFHP9","eb03_8042","川崎","カワサキ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.531365","139.69681","11","2"
"uDEAxc","eb03_8043","川崎新町","カワサキシンマチ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.518325","139.69926","11","2"
"czDtff","eb03_8044","八丁畷","ハッチョウナワテ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.52307","139.691375","11","2"
"UvClXi","eb03_8045","向河原","ムカイガワラ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.572175","139.667295","11","2"
"CrBeFl","eb03_8046","武蔵小杉","ムサシコスギ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.5765633333333","139.659806666667","11","2"
"knA7no","eb03_8047","鹿島田","カシマダ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.551455","139.67498","11","2"
"2jz05r","eb03_8048","武蔵中原","ムサシナカハラ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.58056","139.64214","11","2"
"KfxSNu","eb03_8049","矢川","ヤガワ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.685075","139.43159","11","2"
"sbwLvx","eb03_8050","立川","タチカワ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.697535","139.414305","11","2"
"a7vEdA","eb03_8051","稲田堤","イナダヅツミ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.63341","139.535935","11","2"
"S3uwVD","eb03_8052","矢野口","ヤノクチ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.641735","139.520435","11","2"
"zZtpDG","eb03_8053","中野島","ナカノシマ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.63002","139.551075","11","2"
"hVsilJ","eb03_8054","西国立","ニシコクリツ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.69379","139.423905","11","2"
"ZRrb3M","eb03_8055","登戸","ノボリト","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.62071","139.570206666667","11","2"
"HNq3LP","eb03_8056","分倍河原","ブバイガワラ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.66842","139.468915","11","2"
"pJoWtS","eb03_8057","府中本町","フチュウホンマチ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.6658466666667","139.477263333333","11","2"
"7FnPbV","eb03_8058","稲城長沼","イナギナガヌマ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.644275","139.50261","11","2"
"PBmHTY","eb03_8059","谷保","ヤホ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.68138","139.44678","11","2"
"xxlAC1","eb03_8060","南多摩","ミナミタマ","駅/","エキ/","東日本旅客鉄道/南武線","鉄道施設/鉄道駅","35.649215","139.489545","11","2"
"ftktk4","eb03_8061","鶴田","ツルタ","駅/","エキ/","東日本旅客鉄道/日光線","鉄道施設/鉄道駅","36.53828","139.8588","11","2"
"Xpjm27","eb03_8062","宇都宮","ウツノミヤ","駅/","エキ/","東日本旅客鉄道/日光線","鉄道施設/鉄道駅","36.5598066666667","139.898743333333","11","2"
"FlieKa","eb03_8063","文挟","ブンキョウ","駅/","エキ/","東日本旅客鉄道/日光線","鉄道施設/鉄道駅","36.6375966666667","139.727886666667","11","2"
"nhh7sd","eb03_8064","鹿沼","カヌマ","駅/","エキ/","東日本旅客鉄道/日光線","鉄道施設/鉄道駅","36.57119","139.762995","11","2"
"5dg0ag","eb03_8065","下野大沢","シモツケオオサワ","駅/","エキ/","東日本旅客鉄道/日光線","鉄道施設/鉄道駅","36.68644","139.7324","11","2"
"N9eSSj","eb03_8066","日光","ニッコウ","駅/","エキ/","東日本旅客鉄道/日光線","鉄道施設/鉄道駅","36.747395","139.622195","11","2"
"v5dLAm","eb03_8067","今市","イマイチ","駅/","エキ/","東日本旅客鉄道/日光線","鉄道施設/鉄道駅","36.720375","139.687365","11","2"
"d1cEip","eb03_8068","大形","オオガタ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.91543","139.129335","11","2"
"UXbx0s","eb03_8069","佐々木","ササキ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.9498033333333","139.269806666667","11","2"
"CTapIv","eb03_8070","東新潟","ヒガシニイガタ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.908785","139.108655","11","2"
"kP9iqy","eb03_8071","豊栄","トヨヒデ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.9195466666667","139.215626666667","11","2"
"2L8b8B","eb03_8072","新潟","ニイガタ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.9124016666667","139.06122","11","2"
"KH73QE","eb03_8073","黒山","クロヤマ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.937285","139.24139","11","2"
"sD5WyH","eb03_8074","早通","ハヤドオリ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.921115","139.178175","11","2"
"az4PgK","eb03_8075","新崎","アラサキ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.922425","139.15837","11","2"
"Sv3HYN","eb03_8076","新発田","シバタ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.9438533333333","139.334976666667","11","2"
"Ar2AGQ","eb03_8077","新潟","ニイガタ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.91223","139.061246666667","11","2"
"in1toT","eb03_8078","西新発田","ニシシバタ","駅/","エキ/","東日本旅客鉄道/白新線","鉄道施設/鉄道駅","37.941365","139.30675","11","2"
"0j0m6W","eb03_8079","鮫","サメ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.530255","141.5549975","11","2"
"IeZeOZ","eb03_8080","長苗代","ナガナワシロ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.52134","141.465855","11","2"
"qaY7x2","eb03_8081","種市","タネイチ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.410385","141.715195","11","2"
"86X0f5","eb03_8082","大久喜","オオグキ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.495125","141.622955","11","2"
"Q2VSX8","eb03_8083","陸中中野","リクチュウナカノ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.30507","141.78776","11","2"
"xYULFb","eb03_8084","階上","カイジョウ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.456895","141.664915","11","2"
"fUTEne","eb03_8085","白銀","ハクギン","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.5220233333333","141.54172","11","2"
"XQSx5h","eb03_8086","陸中夏井","リクチュウナツイ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.20767","141.791985","11","2"
"FMRpNk","eb03_8087","小中野","コナカノ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.51878","141.5101","11","2"
"nIQivn","eb03_8088","プレイピア白浜","シラハマ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.5244","141.581683333333","11","2"
"5EPbdq","eb03_8089","平内","ヘイナイ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.425575","141.69923","11","2"
"NAO3Vt","eb03_8090","種差海岸","タネサシカイガン","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.50692","141.60734","11","2"
"vwMWDw","eb03_8091","有家","アリヤ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.324045","141.77309","11","2"
"dsLPlz","eb03_8092","玉川","タマガワ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.380415","141.73502","11","2"
"VoKI3C","eb03_8093","宿戸","シュクド","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.36608","141.74685","11","2"
"DkJALF","eb03_8094","陸中八木","リクチュウヤギ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.345365","141.76671","11","2"
"lgIttI","eb03_8095","侍浜","サムライハマ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.26161","141.760595","11","2"
"3cHmbL","eb03_8096","陸奥白浜","ムツシラハマ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.51664","141.59229","11","2"
"L8GeTO","eb03_8097","角の浜","カクノハマ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.44446","141.681765","11","2"
"t4F7BR","eb03_8098","大蛇","ダイジャ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.467195","141.65083","11","2"
"b0E0jU","eb03_8099","陸奥湊","ムツミナト","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.5231666666667","141.527403333333","11","2"
"SWCT1X","eb03_8100","金浜","カネハマ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.476015","141.63732","11","2"
"ASBLK0","eb03_8101","本八戸","ホンハチコ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.516375","141.488995","11","2"
"iOAEs3","eb03_8102","八戸","ハチノヘ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.50919","141.43141","11","2"
"0Kzxa6","eb03_8103","久慈","クジ","駅/","エキ/","東日本旅客鉄道/八戸線","鉄道施設/鉄道駅","40.190505","141.770845","11","2"
"IGypS9","eb03_8104","倉賀野","クラガノ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.3002333333333","139.049621666667","11","2"
"qCxiAc","eb03_8105","丹荘","ニソウ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.216465","139.102585","11","2"
"8ywbif","eb03_8106","群馬藤岡","グンマフジオカ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.25032","139.083465","11","2"
"Quv40i","eb03_8107","松久","マツキュウ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.173065","139.1821","11","2"
"yqtWIl","eb03_8108","北藤岡","キタフジオカ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.2821225","139.081465","11","2"
"gmsPqo","eb03_8109","児玉","コダマ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.1928433333333","139.13571","11","2"
"YirI8r","eb03_8110","高麗川","コマガワ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.89637","139.33813","11","2"
"GeqAQu","eb03_8111","拝島","ハイジマ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.7212425","139.3438025","11","2"
"oaptyx","eb03_8112","折原","オリハラ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.096175","139.195325","11","2"
"66omgA","eb03_8113","金子","カネコ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.810815","139.32861","11","2"
"O2neYD","eb03_8114","小宮","コミヤ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.685865","139.3684775","11","2"
"vYm7GG","eb03_8115","箱根ヶ崎","ハコネガサキ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.771695","139.346735","11","2"
"dUl0oJ","eb03_8116","毛呂","ケロ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.940735","139.309335","11","2"
"VQjT6M","eb03_8117","寄居","ヨリイ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.117855","139.193525","11","2"
"DMiLOP","eb03_8118","竹沢","タケザワ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.0755","139.22995","11","2"
"lIhEwS","eb03_8119","北八王子","キタハチオウジ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.669275","139.3634","11","2"
"3EgxeV","eb03_8120","明覚","アキラサトシ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.003565","139.289215","11","2"
"LAfpWY","eb03_8121","東飯能","ヒガシハンノウ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.85302","139.32613","11","2"
"tweiF1","eb03_8122","八王子","ハチオウジ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.6554933333333","139.33888","11","2"
"bsdbn4","eb03_8123","越生","コシオ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.9628633333333","139.299256666667","11","2"
"Toc457","eb03_8124","用土","ヨウド","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.15387","139.20063","11","2"
"BkaWNa","eb03_8125","小川町","オガワマチ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","36.058995","139.26069","11","2"
"jg9Pvd","eb03_8126","東福生","ヒガシフッサ","駅/","エキ/","東日本旅客鉄道/八高線","鉄道施設/鉄道駅","35.7457475","139.3358875","11","2"
"1c8Idg","eb03_8127","十日町","トオカマチ","駅/","エキ/","東日本旅客鉄道/飯山線","鉄道施設/鉄道駅","37.1348","138.75646","11","2"
"J87AVj","eb03_8128","内ヶ巻","ウチガマキ","駅/","エキ/","東日本旅客鉄道/飯山線","鉄道施設/鉄道駅","37.25001","138.851765","11","2"
"r46tDm","eb03_8129","森宮野原","モリミヤノハラ","駅/","エキ/","東日本旅客鉄道/飯山線","鉄道施設/鉄道駅","36.989445","138.57745","11","2"
"905mlp","eb03_8130","足滝","アシダキ","駅/","エキ/","東日本旅客鉄道/飯山線","鉄道施設/鉄道駅","36.99897","138.60372","11","2"
"QW4f3s","eb03_8131","上桑名川","カミクワナガワ","駅/","エキ/","東日本旅客鉄道/飯山線","鉄道施設/鉄道駅","36.96294","138.44141","11","2"
"yS37Lv","eb03_8132","西大滝","ニシオオタキ","駅/","エキ/","東日本旅客鉄道/飯山線","鉄道施設/鉄道駅","36.979235","138.4808675","11","2"
"gO20ty","eb03_8133","横倉","ヨコクラ","駅/","エキ/","東日本旅客鉄道/飯山線","鉄道施設/鉄道駅","36.979905","138.55034","11","2"
